movie_id;french_title;original_title;year;duration;rating;num_rate;budget
tt0331811;11:14;11:14;2003;86.0;7.2;45037.0;6000000.0
tt0416449;300;300;2006;117.0;7.6;735564.0;65000000.0
tt8579674;1917;1917;2019;119.0;8.3;439726.0;95000000.0
tt0078723;1941;1941;1979;118.0;5.8;31504.0;35000000.0
tt0087803;1984;Nineteen Eighty-Four;1984;113.0;7.1;66988.0;4110000.0
tt1190080;2012;2012;2009;158.0;5.8;354979.0;200000000.0
tt0271935;15-août;15-août;2001;90.0;5.6;876.0;8775000.0
tt4799050;# Pire soirée;Rough Night;2017;101.0;5.2;47545.0;20000000.0
tt9828918;#jesuislà;#jesuislà;2019;97.0;5.8;744.0;
tt1022603;(500) jours ensemble;(500) Days of Summer;2009;95.0;7.7;474498.0;7500000.0
tt0770703;(S)ex List;What's Your Number?;2011;106.0;6.1;72896.0;20000000.0
tt0059578;...et pour quelques dollars de plus;Per qualche dollaro in più;1965;132.0;8.2;234320.0;600000.0
tt1038988;[Rec];[Rec];2007;78.0;7.4;166276.0;1755000.0
tt1245112;[Rec] ²;[Rec]²;2009;85.0;6.5;69002.0;5600000.0
tt2379713;007 Spectre;Spectre;2015;148.0;6.8;386624.0;245000000.0
tt0119247;1 chance sur 2;1 chance sur 2;1998;104.0;5.8;2418.0;32000000.0
tt0147800;10 bonnes raisons de te larguer;10 Things I Hate About You;1999;97.0;7.3;300142.0;30000000.0
tt1179933;10 Cloverfield Lane;10 Cloverfield Lane;2016;103.0;7.2;292683.0;15000000.0
tt0120623;1001 pattes;A Bug's Life;1998;95.0;7.2;267955.0;120000000.0
tt0050083;12 hommes en colère;12 Angry Men;1957;96.0;9.0;695871.0;350000.0
tt2024544;12 Years a Slave;12 Years a Slave;2013;134.0;8.1;645016.0;20000000.0
tt6135348;120 battements par minute;120 battements par minute;2017;143.0;7.4;13594.0;6299162.0
tt1542344;127 heures;127 Hours;2010;94.0;7.5;349702.0;18000000.0
tt0103594;1492 : Christophe Colomb;1492: Conquest of Paradise;1992;154.0;6.5;28307.0;47000000.0
tt0450232;16 blocs;16 Blocks;2006;102.0;6.6;126441.0;52000000.0
tt0974661;17 ans encore;17 Again;2009;102.0;6.4;182202.0;20000000.0
tt0118531;187: code meurtre;One Eight Seven;1997;119.0;6.7;22247.0;20000000.0
tt0322259;2 Fast 2 Furious;2 Fast 2 Furious;2003;107.0;5.9;252501.0;76000000.0
tt1272878;2 Guns;2 Guns;2013;109.0;6.7;198015.0;61000000.0
tt0365376;2 soeurs;Janghwa, Hongryeon;2003;114.0;7.2;57041.0;
tt2186812;20 ans d'écart;20 ans d'écart;2013;92.0;6.4;8908.0;
tt0062622;2001 : L'Odyssée de l'espace;2001: A Space Odyssey;1968;149.0;8.3;607440.0;12000000.0
tt1711425;21 & Over;21 & Over;2013;93.0;5.8;72170.0;13000000.0
tt0315733;21 grammes;21 Grams;2003;124.0;7.6;225375.0;20000000.0
tt1232829;21 Jump Street;21 Jump Street;2012;109.0;7.2;512873.0;42000000.0
tt2294449;22 Jump Street;22 Jump Street;2014;112.0;7.0;347402.0;50000000.0
tt0289043;28 jours plus tard;28 Days Later...;2002;113.0;7.6;378493.0;8000000.0
tt0463854;28 semaines plus tard;28 Weeks Later;2007;100.0;7.0;259511.0;15000000.0
tt5027774;3 Billboards: Les panneaux de la vengeance;Three Billboards Outside Ebbing, Missouri;2017;115.0;8.1;438790.0;15000000.0
tt2172934;3 Days to Kill;3 Days to Kill;2014;117.0;6.2;88282.0;28000000.0
tt0090206;3 hommes et un couffin;3 hommes et un couffin;1985;106.0;6.6;3365.0;
tt0112255;3 Ninjas: Knuckle Up;3 Ninjas: Knuckle Up;1993;85.0;4.3;5398.0;
tt0295736;3 zéros;3 zéros;2002;98.0;4.3;1092.0;
tt0337563;30 ans sinon rien;13 Going on 30;2004;98.0;6.2;168660.0;37000000.0
tt0389722;30 jours de nuit;30 Days of Night;2007;113.0;6.6;165489.0;30000000.0
tt1622547;30 minutes maximum;30 Minutes or Less;2011;83.0;6.1;94836.0;28000000.0
tt0151804;35 heures, c'est déjà trop;Office Space;1999;89.0;7.7;243085.0;10000000.0
tt0390808;36 Quai des Orfèvres;36 Quai des Orfèvres;2004;111.0;7.1;16461.0;15888600.0
tt0381849;3h10 pour Yuma;3:10 to Yuma;2007;122.0;7.7;290349.0;55000000.0
tt0109831;4 mariages et 1 enterrement;Four Weddings and a Funeral;1994;117.0;7.1;140661.0;4400000.0
tt1032846;4 mois, 3 semaines, 2 jours;4 luni, 3 saptamâni si 2 zile;2007;113.0;7.9;56907.0;690300.0
tt0405422;40 ans, toujours puceau;The 40 Year Old Virgin;2005;116.0;7.1;397940.0;26000000.0
tt0243736;40 jours et 40 nuits;40 Days and 40 Nights;2002;96.0;5.6;70818.0;17000000.0
tt1335975;47 Ronin;47 Ronin;2013;119.0;6.3;146456.0;175000000.0
tt0083511;48 heures;48 Hrs.;1982;96.0;6.9;70366.0;12000000.0
tt0099044;48 heures de plus;Another 48 Hrs.;1990;93.0;5.9;38809.0;38000000.0
tt1195478;5 ans de réflexion;The Five-Year Engagement;2012;124.0;6.2;94638.0;30000000.0
tt0099423;58 minutes pour vivre;Die Hard 2;1990;124.0;7.2;339609.0;70000000.0
tt0120828;6 jours, 7 nuits;Six Days Seven Nights;1998;102.0;5.8;73029.0;70000000.0
tt8106534;6 Underground;6 Underground;2019;128.0;6.1;141645.0;150000000.0
tt0187078;60 secondes chrono;Gone in Sixty Seconds;2000;118.0;6.5;261474.0;90000000.0
tt0339525;7 ans de mariage;7 ans de mariage;2003;97.0;5.9;1080.0;9207900.0
tt5308364;7 jours pas plus;7 jours pas plus;2017;91.0;6.1;298.0;
tt1931533;7 psychopathes;Seven Psychopaths;2012;110.0;7.2;242453.0;15000000.0
tt10431500;7. Kogustaki Mucize;Yedinci Kogustaki Mucize;2019;132.0;8.2;35619.0;
tt0298203;8 Mile;8 Mile;2002;110.0;7.1;251177.0;41000000.0
tt0134273;8 mm;8MM;1999;123.0;6.5;124698.0;40000000.0
tt13834006;8 Rue de l’Humanité;Huit Rue de l'Humanite;2021;125.0;6.1;638.0;
tt0056801;8½;8½;1963;138.0;8.0;109525.0;
tt0091635;9 semaines 1/2;Nine 1/2 Weeks;1986;117.0;6.0;37760.0;17000000.0
tt0875113;99 francs;99 francs;2007;100.0;7.3;18834.0;14563736.0
tt2891174;99 Homes;99 Homes;2014;112.0;7.1;30955.0;8000000.0
tt5742374;A Beautiful Day;You Were Never Really Here;2017;89.0;6.8;105819.0;
tt0456912;A Bittersweet Life;Dalkomhan insaeng;2005;119.0;7.6;36769.0;
tt0838221;À bord du Darjeeling Limited;The Darjeeling Limited;2007;91.0;7.2;181700.0;16000000.0
tt2371486;A Company Man;Hoi-sa-won;2012;96.0;6.7;5325.0;
tt8946378;À couteaux tirés;Knives Out;2019;130.0;7.9;468761.0;40000000.0
tt4731136;A Cure for Life;A Cure for Wellness;2016;146.0;6.4;87697.0;40000000.0
tt0090685;À fond la fac;Back to School;1986;96.0;6.7;28384.0;11000000.0
tt6265828;A Ghost Story;A Ghost Story;2017;92.0;6.9;61689.0;100000.0
tt2326554;A Girl Walks Home Alone at Night;A Girl Walks Home Alone at Night;2014;101.0;7.0;31642.0;
tt0399146;A History of Violence;A History of Violence;2005;96.0;7.4;224745.0;32000000.0
tt0385752;À la croisée des mondes : La Boussole d'or;The Golden Compass;2007;113.0;6.1;179891.0;180000000.0
tt1964418;À la poursuite de demain;Tomorrowland;2015;130.0;6.4;172933.0;190000000.0
tt0099810;À la poursuite d'Octobre Rouge;The Hunt for Red October;1990;135.0;7.6;181567.0;30000000.0
tt0088011;À la poursuite du diamant vert;Romancing the Stone;1984;106.0;6.9;83510.0;10000000.0
tt0108065;À la recherche de Bobby Fischer;Searching for Bobby Fischer;1993;109.0;7.4;33557.0;12000000.0
tt0454921;À la recherche du bonheur;The Pursuit of Happyness;2006;117.0;8.0;452179.0;55000000.0
tt0216216;À l'aube du 6ème jour;The 6th Day;2000;123.0;5.9;116844.0;82000000.0
tt0115783;À l'épreuve des balles;Bulletproof;1996;84.0;5.8;35385.0;25000000.0
tt0048028;À l'est d'Eden;East of Eden;1955;118.0;7.9;40616.0;
tt0856288;À l'intérieur;À l'intérieur;2007;82.0;6.8;37652.0;2808000.0
tt1016150;A l'Ouest, rien de nouveau;Im Westen nichts Neues;2022;148.0;7.8;224766.0;
tt1189349;A Necessary Death;A Necessary Death;2008;101.0;6.7;446.0;
tt0083284;À nous la victoire;Victory;1981;116.0;6.7;27926.0;10000000.0
tt0102768;À propos d'Henry;Regarding Henry;1991;108.0;6.7;29696.0;25000000.0
tt8009744;À quel prix?;What Is Life Worth;2020;118.0;6.8;4755.0;
tt0405296;A Scanner Darkly;A Scanner Darkly;2006;100.0;7.1;106828.0;8700000.0
tt1273235;A Serbian Film;Srpski film;2010;104.0;5.0;58018.0;
tt1517451;A Star is Born;A Star Is Born;2018;136.0;7.6;338628.0;36000000.0
tt0064451;A Touch of Zen;Xia nü;1971;200.0;7.6;5497.0;
tt0120631;À tout jamais: Une histoire de Cendrillon;EverAfter;1998;121.0;7.0;69870.0;26000000.0
tt0104684;À toute épreuve;Lat sau san taam;1992;128.0;7.8;46923.0;4500000.0
tt28301898;À trop jouer;Spieleabend;2024;92.0;5.4;1952.0;
tt2503944;À vif!;Burnt;2015;101.0;6.6;107560.0;20000000.0
tt1311060;A.C.O.D.;A.C.O.D.;2013;88.0;5.7;12966.0;
tt0212720;A.I. Intelligence artificielle;A.I. Artificial Intelligence;2001;146.0;7.2;291391.0;100000000.0
tt5709188;A.X.L.;A-X-L;2018;100.0;5.3;10602.0;10000000.0
tt0405629;Aaltra;Aaltra;2004;92.0;7.0;2744.0;
tt0475937;Abandonnée;The Abandoned;2006;99.0;5.5;12466.0;3510000.0
tt27489557;Abigail;Abigail;2024;109.0;6.7;39077.0;28000000.0
tt6324278;Abominable;Abominable;2019;97.0;7.0;29930.0;75000000.0
tt0109035;Above the Rim;Above the Rim;1994;96.0;6.7;14115.0;3500000.0
tt0271945;Absolument fabuleux;Absolument fabuleux;2001;105.0;4.6;917.0;13680000.0
tt0096754;Abyss;The Abyss;1989;140.0;7.5;163344.0;70000000.0
tt0112281;Ace Ventura en Afrique;Ace Ventura: When Nature Calls;1995;90.0;6.4;203268.0;30000000.0
tt0109040;Ace Ventura, détective chiens et chats;Ace Ventura: Pet Detective;1994;86.0;6.9;278478.0;15000000.0
tt0094612;Action Jackson;Action Jackson;1988;96.0;5.5;10232.0;7000000.0
tt6772950;Action ou vérité;Truth or Dare;2018;100.0;5.2;48657.0;3500000.0
tt6288694;Acts of Vengeance;Acts of Vengeance;2017;87.0;5.7;10572.0;
tt2935510;Ad Astra;Ad Astra;2019;123.0;6.5;201491.0;90000000.0
tt1655441;Adaline;The Age of Adaline;2015;112.0;7.2;156085.0;25000000.0
tt2463208;Adam à travers le temps;The Adam Project;2022;106.0;6.7;107317.0;116000000.0
tt0268126;Adaptation.;Adaptation.;2002;115.0;7.7;179520.0;19000000.0
tt10196398;Adieu les cons;Adieu les cons;2020;87.0;7.0;2196.0;
tt0384793;Admis à tout prix;Accepted;2006;93.0;6.4;123894.0;23000000.0
tt10785618;Adolescentes;Adolescentes;2019;135.0;7.2;547.0;
tt7715270;Adoration;Adoration;2019;98.0;6.2;625.0;3463200.0
tt1091722;Adventureland - Job d'été à éviter;Adventureland;2009;107.0;6.8;152569.0;
tt0402022;Æon Flux;Æon Flux;2005;93.0;5.5;124274.0;62000000.0
tt7740510;Affamés;Antlers;2021;99.0;6.3;6056.0;
tt0074252;Affreux, sales et méchants;Brutti, sporchi e cattivi;1976;115.0;7.8;7773.0;
tt1815862;After Earth;After Earth;2013;100.0;4.8;192261.0;130000000.0
tt0088680;After Hours: Quelle nuit de galère;After Hours;1985;97.0;7.7;60428.0;4500000.0
tt8633464;After Yang;After Yang;2022;96.0;6.7;10007.0;
tt0838247;After.Life;After.Life;2009;104.0;5.9;36825.0;4500000.0
tt10691162;Aftermath;Aftermath;2021;114.0;5.3;9474.0;
tt13603966;Agent Stone;Heart of Stone;2023;122.0;5.5;5139.0;
tt0117723;Agent zéro zéro;Spy Hard;1996;81.0;5.4;36147.0;18000000.0
tt1489889;Agents presque secrets;Central Intelligence;2016;107.0;6.3;160912.0;50000000.0
tt1638355;Agents très spéciaux: Code U.N.C.L.E.;The Man from U.N.C.L.E.;2015;116.0;7.3;277102.0;75000000.0
tt0068182;Aguirre, la colère de Dieu;Aguirre, der Zorn Gottes;1972;95.0;7.9;52713.0;370000.0
tt0091278;Aigle de fer;Iron Eagle;1986;117.0;5.5;13492.0;
tt0095382;Aigle de fer II;Iron Eagle II;1988;105.0;3.8;4695.0;
tt0103617;Aigle de fer III;Aces: Iron Eagle III;1992;98.0;3.7;2679.0;
tt16419074;Air;Air;2023;111.0;7.6;32195.0;90000000.0
tt0099005;Air America;Air America;1990;113.0;5.8;27075.0;35000000.0
tt0118570;Air Bud - Buddy star des paniers;Air Bud;1997;98.0;5.2;16661.0;3000000.0
tt0140796;Air Bud 2;Air Bud: Golden Receiver;1998;90.0;4.5;5369.0;
tt0118571;Air Force One;Air Force One;1997;124.0;6.5;181020.0;85000000.0
tt27197387;AKA;AKA;2023;122.0;6.7;1064.0;
tt0094625;Akira;Akira;1988;124.0;8.0;166169.0;10010000.0
tt2024519;Alabama Monroe;The Broken Circle Breakdown;2012;111.0;7.7;39557.0;
tt0103639;Aladdin;Aladdin;1992;90.0;8.0;375674.0;28000000.0
tt6139732;Aladdin;Aladdin;2019;128.0;6.9;230443.0;183000000.0
tt0115491;Aladdin et le Roi des voleurs;Aladdin and the King of Thieves;1996;81.0;6.4;33266.0;
tt0107659;Alarme fatale;Loaded Weapon 1;1993;84.0;6.2;44625.0;13000000.0
tt2557490;Albert à l'ouest;A Million Ways to Die in the West;2014;116.0;6.1;178099.0;40000000.0
tt8097030;Alerte rouge;Turning Red;2022;100.0;7.1;59020.0;175000000.0
tt0114069;Alerte!;Outbreak;1995;127.0;6.6;120780.0;50000000.0
tt6811018;Alex, le destin d'un roi;The Kid Who Would Be King;2019;120.0;6.0;14749.0;59000000.0
tt0248667;Ali;Ali;2001;157.0;6.8;94057.0;107000000.0
tt0284837;Ali G;Ali G Indahouse;2002;85.0;6.3;86465.0;6850000.0
tt0095715;Alice;Neco z Alenky;1988;86.0;7.5;11672.0;
tt0043274;Alice au pays des merveilles;Alice in Wonderland;1951;75.0;7.4;129773.0;3000000.0
tt1014759;Alice au pays des merveilles;Alice in Wonderland;2010;108.0;6.4;385803.0;200000000.0
tt0078748;Alien - Le 8ème passager;Alien;1979;117.0;8.4;792973.0;11000000.0
tt0370263;Alien vs. Predator;AVP: Alien vs. Predator;2004;101.0;5.6;185633.0;60000000.0
tt0118583;Alien, la résurrection;Alien: Resurrection;1997;109.0;6.2;230314.0;75000000.0
tt2316204;Alien: Covenant;Alien: Covenant;2017;122.0;6.4;255787.0;97000000.0
tt18412256;Alien: Romulus;Alien: Romulus;2024;119.0;7.5;1860.0;
tt0103644;Alien³;Alien³;1992;114.0;6.5;279312.0;50000000.0
tt20168564;Alienoid;Oegye+in 1bu;2022;142.0;6.2;5622.0;
tt0090605;Aliens : Le Retour;Aliens;1986;137.0;8.3;656137.0;18500000.0
tt9735462;Aline;Aline;2020;126.0;6.3;3220.0;
tt0437086;Alita: Battle Angel;Alita: Battle Angel;2019;122.0;7.3;230940.0;170000000.0
tt0400150;Alive;Alive;2004;85.0;3.6;201.0;
tt1666185;All Eyez on Me;All Eyez on Me;2017;139.0;5.9;21333.0;40000000.0
tt0092534;Allan Quatermain et la cité de l'or perdu;Allan Quatermain and the Lost City of Gold;1986;99.0;4.6;8857.0;13000000.0
tt1219671;Allan Quatermain et le temple des crânes;Allan Quatermain and the Temple of Skulls;2008;98.0;2.5;1340.0;50000.0
tt0089421;Allan Quatermain et les mines du roi Salomon;King Solomon's Mines;1985;100.0;5.3;12606.0;12500000.0
tt3218580;Alléluia;Alléluia;2014;93.0;6.2;2632.0;3388320.0
tt3640424;Alliés;Allied;2016;124.0;7.1;142725.0;85000000.0
tt0100050;Allô maman, c'est encore moi;Look Who's Talking Too;1990;81.0;4.7;44710.0;
tt0107438;Allô maman, c'est Noël;Look Who's Talking Now;1993;96.0;4.4;27887.0;22000000.0
tt0097778;Allô maman, ici bébé!;Look Who's Talking;1989;93.0;5.9;77518.0;7500000.0
tt0253867;Allumeuses !;The Sweetest Thing;2002;84.0;5.2;55162.0;43000000.0
tt7711170;Alone;Alone;2020;98.0;6.2;9895.0;
tt0426883;Alpha Dog;Alpha Dog;2006;122.0;6.9;99491.0;
tt0058898;Alphaville, une étrange aventure de Lemmy Caution;Alphaville, une étrange aventure de Lemmy Caution;1965;99.0;7.1;23176.0;220000.0
tt9310328;Altered Carbon: Resleeved;Altered Carbon: Resleeved;2020;74.0;6.5;4831.0;
tt7374948;Always Be My Maybe;Always Be My Maybe;2019;101.0;6.8;47172.0;
tt0086879;Amadeus;Amadeus;1984;160.0;8.3;371107.0;18000000.0
tt5580392;Amateur;Amateur;2018;96.0;5.9;3711.0;
tt4265508;Amateur Night;Amateur Night;2016;92.0;5.1;4827.0;
tt4998632;Ambulance;Ambulance;2022;136.0;6.5;4840.0;40000000.0
tt0280653;Amen.;Amen.;2002;132.0;7.2;13535.0;18540000.0
tt0169547;American Beauty;American Beauty;1999;122.0;8.3;1075231.0;15000000.0
tt0077975;American College;National Lampoon's Animal House;1978;109.0;7.5;112490.0;3000000.0
tt0465142;American Dreamz;American Dreamz;2006;107.0;5.4;24287.0;17000000.0
tt23561236;American Fiction;American Fiction;2023;117.0;7.6;35809.0;
tt0765429;American Gangster;American Gangster;2007;157.0;7.8;394783.0;100000000.0
tt4595186;American Girl;Luckiest Girl Alive;2022;113.0;6.4;50056.0;
tt0204946;American Girls;Bring It On;2000;98.0;6.0;88052.0;11000000.0
tt0069704;American Graffiti;American Graffiti;1973;110.0;7.4;82348.0;777000.0
tt0120586;American History X;American History X;1998;119.0;8.5;1040000.0;20000000.0
tt2184339;American Nightmare;The Purge;2013;85.0;5.7;203621.0;3000000.0
tt2975578;American Nightmare 2: Anarchy;The Purge: Anarchy;2014;103.0;6.4;139205.0;9000000.0
tt4094724;American Nightmare 3 : Élections;The Purge: Election Year;2016;108.0;6.0;90582.0;10000000.0
tt0283111;American Party : Van Wilder, relations publiques;National Lampoon's Van Wilder;2002;92.0;6.4;103772.0;5000000.0
tt0163651;American Pie;American Pie;1999;95.0;7.0;377881.0;11000000.0
tt0252866;American Pie 2;American Pie 2;2001;108.0;6.4;240997.0;30000000.0
tt1605630;American Pie 4;American Reunion;2012;113.0;6.7;203744.0;50000000.0
tt0436058;American Pie présente: No Limit!;Band Camp;2005;94.0;5.1;68628.0;7000000.0
tt0328828;American pie: marions-les!;American Wedding;2003;96.0;6.3;195352.0;55000000.0
tt0144084;American Psycho;American Psycho;2000;101.0;7.6;496316.0;7000000.0
tt2179136;American Sniper;American Sniper;2014;133.0;7.3;442196.0;58800000.0
tt1226229;American Trip;Get Him to the Greek;2010;109.0;6.4;170235.0;40000000.0
tt11729298;American Underdog;American Underdog;2021;112.0;7.1;21845.0;
tt0088708;American Warrior;American Ninja;1985;95.0;5.5;13998.0;1000000.0
tt1127877;Âmes en stock;Cold Souls;2009;101.0;6.4;9564.0;
tt7491128;Ami-ami;Ami-ami;2018;82.0;5.5;538.0;
tt0384806;Amityville;The Amityville Horror;2005;90.0;6.0;105624.0;19000000.0
tt1602620;Amour;Amour;2012;127.0;7.9;93657.0;8900000.0
tt0343660;Amour & amnésie;50 First Dates;2004;99.0;6.8;328845.0;75000000.0
tt14592948;Amour entre adultes;Kærlighed for voksne;2022;104.0;6.5;10526.0;
tt0245712;Amours chiennes;Amores perros;2000;154.0;8.1;224929.0;2000000.0
tt0118615;Anaconda, le prédateur;Anaconda;1997;89.0;4.8;97318.0;45000000.0
tt0118617;Anastasia;Anastasia;1997;94.0;7.2;112711.0;50000000.0
tt17009710;Anatomie d'une chute;Anatomie d'une chute;2023;150.0;7.9;2054.0;6696000.0
tt12724622;Anelka: L'Incompris;Anelka: Misunderstood;2020;94.0;6.4;3506.0;
tt0473753;Angel-A;Angel-A;2005;91.0;7.1;32159.0;17550000.0
tt0808151;Anges & Démons;Angels & Demons;2009;138.0;6.7;275218.0;150000000.0
tt1985949;Angry Birds: Le film;Angry Birds;2016;97.0;6.3;80937.0;73000000.0
tt0222851;Aniki, mon frère;Brother;2000;114.0;7.1;21938.0;10000000.0
tt1313092;Animal Kingdom;Animal Kingdom;2010;113.0;7.3;54963.0;3600000.0
tt0255798;Animal! L'animal...;The Animal;2001;84.0;4.8;57322.0;47000000.0
tt6433880;Anna et L'apocalypse;Anna and the Apocalypse;2017;93.0;6.0;10922.0;
tt3322940;Annabelle;Annabelle;2014;99.0;5.4;142067.0;6500000.0
tt5140878;Annabelle 2 : La Création du mal;Annabelle: Creation;2017;109.0;6.5;113600.0;15000000.0
tt6217926;Annette;Annette;2021;139.0;7.0;808.0;0.0
tt0075686;Annie Hall;Annie Hall;1977;93.0;8.0;252779.0;4000000.0
tt2798920;Annihilation;Annihilation;2018;115.0;6.8;283225.0;40000000.0
tt2401878;Anomalisa;Anomalisa;2015;90.0;7.3;66741.0;8000000.0
tt5397194;Anon;Anon;2018;100.0;6.1;38068.0;20000000.0
tt1549572;Another Earth;Another Earth;2011;92.0;7.0;91322.0;100000.0
tt0337573;Antibodies;Antikörper;2005;127.0;7.0;7785.0;2223000.0
tt0870984;Antichrist;Antichrist;2009;108.0;6.6;117247.0;11000000.0
tt0246431;Antilles sur Seine;Antilles sur Seine;2000;104.0;3.8;169.0;
tt0478970;Ant-Man;Ant-Man;2015;117.0;7.3;575529.0;130000000.0
tt5095030;Ant-Man et la Guêpe;Ant-Man and the Wasp;2018;118.0;7.1;314922.0;162000000.0
tt10954600;Ant-Man et la Guêpe: Quantumania;Ant-Man and the Wasp: Quantumania;2023;124.0;6.5;84080.0;200000000.0
tt9817308;Antoine Griezmann: Champion du monde;Antoine Griezmann: The Making of a Legend;2019;60.0;6.5;1302.0;
tt0072730;Apocalypse 2024;A Boy and His Dog;1975;91.0;6.5;16633.0;400000.0
tt0078788;Apocalypse Now;Apocalypse Now;1979;147.0;8.4;610384.0;31500000.0
tt0112384;Apollo 13;Apollo 13;1995;140.0;7.6;271129.0;52000000.0
tt0765476;Appelez-moi Dave;Meet Dave;2008;90.0;5.0;38708.0;60000000.0
tt0096101;Appelez-moi Johnny 5;Short Circuit 2;1988;110.0;5.8;23881.0;15000000.0
tt7401588;Apprentis parents;Instant Family;2018;118.0;7.3;90578.0;48000000.0
tt0344604;Après vous...;Après vous...;2003;110.0;6.5;3021.0;
tt1477834;Aquaman;Aquaman;2018;143.0;6.9;376132.0;160000000.0
tt0099052;Arachnophobie;Arachnophobia;1990;109.0;6.4;63644.0;22000000.0
tt6882604;Archive;Archive;2020;109.0;6.3;12683.0;
tt6820256;Arctic;Arctic;2018;98.0;6.8;44009.0;2000000.0
tt4426464;Arctic Dogs : Mission polaire;Arctic Justice;2019;92.0;4.7;1449.0;40870000.0
tt4216902;Arès;Arès;2016;80.0;6.3;3454.0;
tt1024648;Argo;Argo;2012;120.0;7.7;575834.0;44500000.0
tt15009428;Argylle;Argylle;2024;139.0;6.1;8949.0;200000000.0
tt0106307;Arizona Dream;Arizona Dream;1993;142.0;7.3;41461.0;19000000.0
tt0093822;Arizona Junior;Raising Arizona;1987;94.0;7.3;127537.0;6000000.0
tt0115567;Arlette;Arlette;1997;100.0;5.3;672.0;
tt0120591;Armageddon;Armageddon;1998;151.0;6.7;397311.0;140000000.0
tt4382824;Army of One;Army of One;2016;92.0;5.1;6738.0;
tt0993840;Army of the Dead;Army of the Dead;2021;148.0;5.8;128866.0;0.0
tt13024674;Army of Thieves;Army of Thieves;2021;127.0;6.4;50321.0;
tt2024432;Arnaque à la carte;Identity Thief;2013;111.0;5.7;125529.0;35000000.0
tt0120735;Arnaques, crimes et botanique;Lock, Stock and Two Smoking Barrels;1998;107.0;8.2;538343.0;1315200.0
tt7558302;Arnaqueurs associés;Lying and Stealing;2019;100.0;5.4;4427.0;
tt5640450;ARQ;ARQ;2016;88.0;6.4;35425.0;
tt0079540;Arrête de ramer, t'es sur le sable;Meatballs;1979;94.0;6.2;19326.0;1072000.0
tt0105477;Arrête, ou ma mère va tirer!;Stop! Or My Mom Will Shoot;1992;87.0;4.3;38624.0;45000000.0
tt0264464;Arrête-moi si tu peux;Catch Me If You Can;2002;141.0;8.1;841400.0;52000000.0
tt1568921;Arrietty: Le petit monde des chapardeurs;Kari-gurashi no Arietti;2010;94.0;7.6;81863.0;23000000.0
tt0373690;Arsène Lupin;Arsène Lupin;2004;125.0;5.5;6812.0;21141900.0
tt0940656;Arthur 3 : La Guerre des deux mondes;Arthur 3: la guerre des deux mondes;2010;101.0;5.5;8210.0;76050000.0
tt0940657;Arthur et la Vengeance de Maltazard;Arthur et la vengeance de Maltazard;2009;107.0;5.3;8501.0;76050000.0
tt0344854;Arthur et les Minimoys;Arthur et les Minimoys;2006;94.0;6.0;33440.0;86000000.0
tt0051378;Ascenseur pour l'échafaud;Ascenseur pour l'échafaud;1958;91.0;8.0;22391.0;
tt6205872;Assassination Nation;Assassination Nation;2018;108.0;6.0;15961.0;7000000.0
tt0112401;Assassins;Assassins;1995;132.0;6.4;77937.0;50000000.0
tt2094766;Assassin's Creed;Assassin's Creed;2016;115.0;5.7;186919.0;125000000.0
tt0036775;Assurance sur la mort;Double Indemnity;1944;107.0;8.3;144556.0;927262.0
tt8001346;Astérix - Le Secret de la Potion Magique;Astérix: Le secret de la potion magique;2018;87.0;6.7;8274.0;
tt0250223;Astérix & Obélix : Mission Cléopâtre;Astérix & Obélix: Mission Cléopâtre;2002;107.0;6.6;49417.0;58860000.0
tt0133385;Astérix & Obélix contre César;Astérix & Obélix contre César;1999;109.0;6.0;39744.0;49431600.0
tt11210390;Astérix & Obélix: L'Empire du Milieu;Astérix & Obélix: L'Empire du Milieu;2023;112.0;4.4;1230.0;66960000.0
tt3759416;Astérix : Le Domaine des dieux;Astérix: Le domaine des dieux;2014;85.0;6.9;12373.0;35100000.0
tt0090667;Astérix chez les Bretons;Astérix chez les Bretons;1986;79.0;7.1;10822.0;
tt0062687;Astérix et Cléopâtre;Astérix et Cléopâtre;1968;72.0;7.2;11991.0;
tt0088748;Astérix et la surprise de César;Astérix et la surprise de César;1985;79.0;6.8;8912.0;
tt0109162;Astérix et les indiens;Asterix in America;1994;85.0;6.0;7047.0;11400000.0
tt0371552;Astérix et les Vikings;Astérix et les Vikings;2006;78.0;6.1;11024.0;
tt0061369;Astérix le Gaulois;Astérix le Gaulois;1967;68.0;6.6;9906.0;
tt14230388;Asteroid City;Asteroid City;2023;105.0;7.1;27092.0;25000000.0
tt15445056;Athena;Athena;2022;99.0;6.8;4988.0;
tt0230011;Atlantide, l'empire perdu;Atlantis: The Lost Empire;2001;95.0;6.9;105477.0;120000000.0
tt14856980;Atlas;Atlas;2024;118.0;5.6;28959.0;
tt2406566;Atomic Blonde;Atomic Blonde;2017;115.0;6.7;177277.0;30000000.0
tt0362084;Atomik Circus - Le retour de James Bataille;Atomik Circus - Le retour de James Bataille;2004;92.0;5.4;1357.0;18720000.0
tt1478964;Attack the Block;Attack the Block;2011;88.0;6.6;100236.0;13000000.0
tt0087481;Attention les dégâts;Non c'è due senza quattro;1984;99.0;7.2;9327.0;
tt4731148;Attraction;Prityazhenie;2017;132.0;5.6;11106.0;4550000.0
tt8060328;Attraction 2 - Invasion;Vtorzhenie;2020;134.0;5.6;3595.0;8450000.0
